ID_Reserva,Club,Coordenadas,Fecha,Dia_Semana,Es_Fin_Semana,Hora,Tipo_Pista,Nombre_Pista,Estado,Precio_Euro,Ingreso_Generado
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,08:00,Exterior,Exterior 2,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,09:30,Exterior,Exterior 2,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,11:00,Exterior,Exterior 2,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,12:30,Exterior,Exterior 2,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,14:00,Exterior,Exterior 2,Libre,18.72,0.0
2ce9b10b,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,17:00,Exterior,Exterior 2,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,18:30,Exterior,Exterior 2,Libre,31.2,0.0
2f6de4ea,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,20:00,Exterior,Exterior 2,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,21:30,Exterior,Exterior 2,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,08:00,Exterior,Exterior 3,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,09:30,Exterior,Exterior 3,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,11:00,Exterior,Exterior 3,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,12:30,Exterior,Exterior 3,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,14:00,Exterior,Exterior 3,Libre,18.72,0.0
d1c5c4e4,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,17:00,Exterior,Exterior 3,Ocupada,31.2,31.2
55cf1752,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,18:30,Exterior,Exterior 3,Ocupada,31.2,31.2
5169a8c3,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,20:00,Exterior,Exterior 3,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,21:30,Exterior,Exterior 3,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,08:00,Exterior,Exterior 4,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,09:30,Exterior,Exterior 4,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,11:00,Exterior,Exterior 4,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,12:30,Exterior,Exterior 4,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,14:00,Exterior,Exterior 4,Libre,18.72,0.0
e6039608,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,17:00,Exterior,Exterior 4,Ocupada,31.2,31.2
8b040806,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,18:30,Exterior,Exterior 4,Ocupada,31.2,31.2
26120a63,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,20:00,Exterior,Exterior 4,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,21:30,Exterior,Exterior 4,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,08:00,Exterior,Exterior 5,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,09:30,Exterior,Exterior 5,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,11:00,Exterior,Exterior 5,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,12:30,Exterior,Exterior 5,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,14:00,Exterior,Exterior 5,Libre,18.72,0.0
548f4c83,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,17:00,Exterior,Exterior 5,Ocupada,31.2,31.2
5c62e12d,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,18:30,Exterior,Exterior 5,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,20:00,Exterior,Exterior 5,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,21:30,Exterior,Exterior 5,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,08:00,Exterior,Exterior 6,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,09:30,Exterior,Exterior 6,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,11:00,Exterior,Exterior 6,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,12:30,Exterior,Exterior 6,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,14:00,Exterior,Exterior 6,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,17:00,Exterior,Exterior 6,Libre,31.2,0.0
fd532920,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,18:30,Exterior,Exterior 6,Ocupada,31.2,31.2
f64d0bf2,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,20:00,Exterior,Exterior 6,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-25,Wednesday,0,21:30,Exterior,Exterior 6,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Interior,Interior 1,Libre,20.79,0.0
746a4149,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Interior,Interior 1,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Interior,Interior 1,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Interior,Interior 1,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Interior,Interior 1,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,15:30,Interior,Interior 1,Libre,28.08,0.0
3df34bf2,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Interior,Interior 1,Ocupada,28.08,28.08
4d149dc1,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Interior,Interior 1,Ocupada,32.76,32.76
f7c73ff7,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Interior,Interior 1,Ocupada,32.76,32.76
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Interior,Interior 1,Libre,32.76,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Interior,Interior 2,Libre,20.79,0.0
bc0cbf14,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Interior,Interior 2,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Interior,Interior 2,Libre,20.79,0.0
395b68cc,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Interior,Interior 2,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Interior,Interior 2,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,15:30,Interior,Interior 2,Libre,28.08,0.0
ea8eee11,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Interior,Interior 2,Ocupada,28.08,28.08
224af729,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Interior,Interior 2,Ocupada,32.76,32.76
c7b5a2f1,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Interior,Interior 2,Ocupada,32.76,32.76
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Interior,Interior 2,Libre,32.76,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Interior,Interior 3,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Interior,Interior 3,Libre,20.79,0.0
349f7c3d,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Interior,Interior 3,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Interior,Interior 3,Libre,20.79,0.0
df441d52,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Interior,Interior 3,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,15:30,Interior,Interior 3,Libre,28.08,0.0
3fc8468c,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Interior,Interior 3,Ocupada,28.08,28.08
103a2c09,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Interior,Interior 3,Ocupada,32.76,32.76
a11dba61,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Interior,Interior 3,Ocupada,32.76,32.76
c64d53b5,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Interior,Interior 3,Ocupada,32.76,32.76
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Interior,Interior 4,Libre,20.79,0.0
ecabce36,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Interior,Interior 4,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Interior,Interior 4,Libre,20.79,0.0
5dfa5142,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Interior,Interior 4,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Interior,Interior 4,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,15:30,Interior,Interior 4,Libre,28.08,0.0
57ba44c7,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Interior,Interior 4,Ocupada,28.08,28.08
67c45fdc,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Interior,Interior 4,Ocupada,32.76,32.76
db9e15c4,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Interior,Interior 4,Ocupada,32.76,32.76
d6e17eab,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Interior,Interior 4,Ocupada,32.76,32.76
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Interior,Interior 5,Libre,20.79,0.0
2e0c4d79,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Interior,Interior 5,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Interior,Interior 5,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Interior,Interior 5,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Interior,Interior 5,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,15:30,Interior,Interior 5,Libre,28.08,0.0
bd5c6b43,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Interior,Interior 5,Ocupada,28.08,28.08
d5f0107d,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Interior,Interior 5,Ocupada,32.76,32.76
38789ee9,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Interior,Interior 5,Ocupada,32.76,32.76
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Interior,Interior 5,Libre,32.76,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Exterior,Exterior 1,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Exterior,Exterior 1,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Exterior,Exterior 1,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Exterior,Exterior 1,Libre,18.72,0.0
0fb72f6c,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Exterior,Exterior 1,Ocupada,18.72,18.72
bb775a7f,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Exterior,Exterior 1,Ocupada,31.2,31.2
bc49b66c,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Exterior,Exterior 1,Ocupada,31.2,31.2
7d4e71dc,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Exterior,Exterior 1,Ocupada,31.2,31.2
560ddae9,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Exterior,Exterior 1,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Exterior,Exterior 2,Libre,18.72,0.0
7fb65592,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Exterior,Exterior 2,Ocupada,18.72,18.72
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Exterior,Exterior 2,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Exterior,Exterior 2,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Exterior,Exterior 2,Libre,18.72,0.0
bf8284f7,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Exterior,Exterior 2,Ocupada,31.2,31.2
d5222bae,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Exterior,Exterior 2,Ocupada,31.2,31.2
c1b50eca,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Exterior,Exterior 2,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Exterior,Exterior 2,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Exterior,Exterior 3,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Exterior,Exterior 3,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Exterior,Exterior 3,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Exterior,Exterior 3,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Exterior,Exterior 3,Libre,18.72,0.0
b89de124,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Exterior,Exterior 3,Ocupada,31.2,31.2
7e39806c,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Exterior,Exterior 3,Ocupada,31.2,31.2
f1b7e843,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Exterior,Exterior 3,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Exterior,Exterior 3,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Exterior,Exterior 4,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Exterior,Exterior 4,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Exterior,Exterior 4,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Exterior,Exterior 4,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Exterior,Exterior 4,Libre,18.72,0.0
a0f3e65b,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Exterior,Exterior 4,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Exterior,Exterior 4,Libre,31.2,0.0
9f376875,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Exterior,Exterior 4,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Exterior,Exterior 4,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Exterior,Exterior 5,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Exterior,Exterior 5,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Exterior,Exterior 5,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Exterior,Exterior 5,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Exterior,Exterior 5,Libre,18.72,0.0
cdce9da7,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Exterior,Exterior 5,Ocupada,31.2,31.2
12570eb2,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Exterior,Exterior 5,Ocupada,31.2,31.2
95fe9ff4,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Exterior,Exterior 5,Ocupada,31.2,31.2
ea352fe5,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Exterior,Exterior 5,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,08:00,Exterior,Exterior 6,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,09:30,Exterior,Exterior 6,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,11:00,Exterior,Exterior 6,Libre,18.72,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,12:30,Exterior,Exterior 6,Libre,18.72,0.0
8012b897,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,14:00,Exterior,Exterior 6,Ocupada,18.72,18.72
30c5bc81,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,17:00,Exterior,Exterior 6,Ocupada,31.2,31.2
b28721fd,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,18:30,Exterior,Exterior 6,Ocupada,31.2,31.2
5448dde6,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,20:00,Exterior,Exterior 6,Ocupada,31.2,31.2
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-26,Thursday,0,21:30,Exterior,Exterior 6,Libre,31.2,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,08:00,Interior,Interior 1,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,09:30,Interior,Interior 1,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,11:00,Interior,Interior 1,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,12:30,Interior,Interior 1,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,14:00,Interior,Interior 1,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,15:30,Interior,Interior 1,Libre,28.08,0.0
4d90e27d,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,17:00,Interior,Interior 1,Ocupada,28.08,28.08
61c38b6c,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,18:30,Interior,Interior 1,Ocupada,32.76,32.76
531c1eb6,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,20:00,Interior,Interior 1,Ocupada,32.76,32.76
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,21:30,Interior,Interior 1,Libre,32.76,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,08:00,Interior,Interior 2,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,09:30,Interior,Interior 2,Libre,20.79,0.0
c98c6f6b,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,11:00,Interior,Interior 2,Ocupada,20.79,20.79
2aadb0b6,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,12:30,Interior,Interior 2,Ocupada,20.79,20.79
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,14:00,Interior,Interior 2,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,15:30,Interior,Interior 2,Libre,28.08,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,17:00,Interior,Interior 2,Libre,28.08,0.0
59b589ab,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,18:30,Interior,Interior 2,Ocupada,32.76,32.76
e0a2f44c,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,20:00,Interior,Interior 2,Ocupada,32.76,32.76
06547888,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,21:30,Interior,Interior 2,Ocupada,32.76,32.76
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,08:00,Interior,Interior 3,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,09:30,Interior,Interior 3,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,11:00,Interior,Interior 3,Libre,20.79,0.0
,SoccerWorld Zaragoza,"41°40'23.5""N 0°54'03.1""W",2026-02-27,Friday,0,12:30,Interior,Interior 3,Libre,20.79,0.0
